shipment_id,source_warehouse,destination_region,carrier,dispatch_date,expected_delivery_days,actual_delivery_days,delay_flag,logistics_cost
SHIP0002450,WH01,,FedEx,2023-11-13,2,,,
SHIP0002451,WH02,SOUTH,FedEx,2022-07-02,5,25,0,-100
SHIP0002452,WH02,north ,DHL,2024-09-28,2,25,1,-100
SHIP0002453,,north ,,2024-07-07,5,1,1,
SHIP0002454,WH01,,FedEx,2022-02-17,,,0,2000
SHIP0002455,,north ,Delhivery,2022-06-22,2,10,,-100
SHIP0002456,WH02,north ,Delhivery,2023-02-11,5,,,
SHIP0002457,WH02,north ,FedEx,2022-03-25,5,1,1,500
SHIP0002458,WH02,SOUTH,BlueDart,2024-06-10,,25,1,15000
SHIP0002459,WH01,north ,BlueDart,2024-03-30,,1,0,2000
SHIP0002460,wh-02,North,FedEx,2024-07-21,5,,0,-100
SHIP0002461,,,DHL,2022-11-09,2,3,,15000
SHIP0002462,WH02,,FedEx,2024-10-05,7,3,0,-100
SHIP0002463,WH02,,,2022-06-09,7,1,1,500
SHIP0002464,WH01,north ,FedEx,2022-10-16,7,25,1,500
SHIP0002465,,north ,,2023-09-04,,25,1,-100
SHIP0002466,,north ,,2023-09-22,2,3,,
SHIP0002467,wh-02,SOUTH,,2024-10-22,,,1,500
SHIP0002468,WH02,,,2022-01-27,2,,0,500
SHIP0002469,WH02,SOUTH,BlueDart,2022-04-10,2,,0,
SHIP0002470,WH01,north ,,2023-04-08,5,25,,2000
SHIP0002471,,north ,FedEx,2023-02-11,2,,,
SHIP0002472,WH02,,Delhivery,2024-02-12,7,1,0,500
SHIP0002473,WH02,,,2024-01-25,5,,1,
SHIP0002474,,north ,,2023-01-18,2,,0,15000
SHIP0002475,wh-02,north ,FedEx,2023-01-22,,1,0,2000
SHIP0002476,,,,2022-06-08,7,25,0,15000
SHIP0002477,WH02,North,DHL,2022-07-05,5,10,,2000
SHIP0002478,WH01,,Delhivery,2022-09-07,,3,,2000
SHIP0002479,,SOUTH,Delhivery,2024-05-27,,10,1,
SHIP0002480,,north ,DHL,2023-02-11,5,1,0,-100
SHIP0002481,wh-02,North,BlueDart,2022-12-21,7,1,0,2000
SHIP0002482,wh-02,,BlueDart,2023-04-13,,25,,-100
SHIP0002483,,,DHL,2023-08-05,2,,1,
SHIP0002484,wh-02,north ,,2022-01-09,7,3,,-100
SHIP0002485,WH01,,DHL,2023-03-09,5,25,0,500
SHIP0002486,WH01,SOUTH,Delhivery,2022-07-05,5,1,1,-100
SHIP0002487,WH02,north ,DHL,2023-06-07,,3,,15000
SHIP0002488,WH01,North,Delhivery,2023-07-01,2,,0,15000
SHIP0002489,wh-02,north ,BlueDart,2024-09-04,2,,0,2000
SHIP0002490,WH01,north ,BlueDart,2024-12-17,7,3,0,-100
SHIP0002491,,north ,BlueDart,2023-10-04,,3,0,
SHIP0002492,wh-02,SOUTH,,2023-04-28,5,3,,2000
SHIP0002493,wh-02,North,DHL,2022-03-24,5,25,,-100
SHIP0002494,WH01,north ,BlueDart,2024-04-27,,25,,-100
SHIP0002495,wh-02,SOUTH,DHL,2022-08-26,5,,,-100
SHIP0002496,,,DHL,2023-07-08,2,,,500
SHIP0002497,wh-02,,Delhivery,2022-06-02,5,3,0,
SHIP0002498,WH01,North,FedEx,2024-01-22,,10,,
SHIP0002499,,north ,,2022-02-06,7,,0,
SHIP0002500,WH02,north ,FedEx,2023-06-01,5,1,0,2000
SHIP0002501,,SOUTH,BlueDart,2023-07-01,2,3,1,
SHIP0002502,,,DHL,2024-07-21,5,1,0,
SHIP0002503,WH02,North,Delhivery,2023-12-07,5,,,
SHIP0002504,wh-02,SOUTH,FedEx,2022-10-27,2,,0,2000
SHIP0002505,WH01,North,,2023-02-13,7,25,0,-100
SHIP0002506,WH02,north ,,2023-06-01,5,10,1,
SHIP0002507,WH02,SOUTH,BlueDart,2022-03-09,7,10,0,
SHIP0002508,wh-02,SOUTH,Delhivery,2023-09-21,7,1,0,15000
SHIP0002509,wh-02,SOUTH,FedEx,2024-04-06,5,,,-100
SHIP0002510,,SOUTH,DHL,2022-05-12,2,3,1,
SHIP0002511,,SOUTH,Delhivery,2022-05-19,,1,,-100
SHIP0002512,WH01,north ,Delhivery,2024-05-12,5,,1,
SHIP0002513,,SOUTH,FedEx,2023-05-27,,,,500
SHIP0002514,WH02,,BlueDart,2023-01-20,5,1,,-100
SHIP0002515,wh-02,SOUTH,FedEx,2022-10-28,2,3,1,-100
SHIP0002516,WH01,SOUTH,FedEx,2024-11-24,2,10,0,500
SHIP0002517,WH01,North,DHL,2022-04-19,2,3,,15000
SHIP0002518,,North,,2024-11-10,5,1,0,2000
SHIP0002519,,North,DHL,2022-02-16,,1,,2000
SHIP0002520,WH01,north ,FedEx,2024-04-20,,10,0,15000
SHIP0002521,WH02,SOUTH,,2023-04-25,,1,1,2000
SHIP0002522,WH02,SOUTH,BlueDart,2024-04-30,,25,0,-100
SHIP0002523,WH02,north ,FedEx,2022-12-24,7,1,,
SHIP0002524,,,BlueDart,2024-01-17,2,,1,
SHIP0002525,WH02,North,,2024-12-29,,3,1,500
SHIP0002526,,SOUTH,Delhivery,2022-09-22,7,1,,500
SHIP0002527,WH01,North,FedEx,2023-06-03,7,3,,500
SHIP0002528,,north ,FedEx,2024-08-10,2,,1,2000
SHIP0002529,,north ,,2022-10-04,,1,1,2000
SHIP0002530,WH02,north ,Delhivery,2022-12-11,,1,1,-100
SHIP0002531,WH01,north ,Delhivery,2022-10-21,5,25,,2000
SHIP0002532,,north ,,2024-05-08,7,25,0,500
SHIP0002533,WH02,SOUTH,BlueDart,2022-01-05,5,25,,
SHIP0002534,WH01,north ,FedEx,2024-03-04,2,25,1,15000
SHIP0002535,WH02,North,,2024-08-04,5,25,0,-100
SHIP0002536,wh-02,,FedEx,2022-02-24,2,,,
SHIP0002537,wh-02,north ,DHL,2022-02-07,7,3,0,500
SHIP0002538,WH01,,Delhivery,2024-01-27,5,1,0,15000
SHIP0002539,,North,BlueDart,2022-09-12,2,1,0,15000
SHIP0002540,WH01,SOUTH,,2024-07-03,2,10,,-100
SHIP0002541,WH01,,DHL,2022-04-22,7,3,,2000
SHIP0002542,,SOUTH,DHL,2024-02-06,7,3,1,-100
SHIP0002543,wh-02,,,2022-11-21,5,25,0,2000
SHIP0002544,,SOUTH,DHL,2022-08-28,5,25,,2000
SHIP0002545,wh-02,,,2022-05-15,2,1,1,500
SHIP0002546,wh-02,,FedEx,2023-04-24,,1,,
SHIP0002547,WH01,North,,2022-05-31,,,1,2000
SHIP0002548,WH02,North,DHL,2022-11-28,5,10,1,15000
SHIP0002549,wh-02,SOUTH,FedEx,2024-03-22,,1,,
SHIP0002550,WH01,SOUTH,FedEx,2022-09-25,,,0,2000
SHIP0002551,WH02,,Delhivery,2024-10-16,,10,0,500
SHIP0002552,WH02,SOUTH,FedEx,2023-04-25,,,0,2000
SHIP0002553,,North,Delhivery,2022-03-25,2,3,,15000
SHIP0002554,WH02,north ,BlueDart,2024-05-05,2,1,1,2000
SHIP0002555,wh-02,SOUTH,,2022-08-24,,3,1,-100
SHIP0002556,WH01,North,DHL,2024-03-24,2,25,,500
SHIP0002557,,North,,2023-01-20,,25,,15000
SHIP0002558,wh-02,North,Delhivery,2023-03-26,2,1,,2000
SHIP0002559,wh-02,,Delhivery,2022-09-16,5,25,1,-100
SHIP0002560,WH02,North,BlueDart,2023-11-21,7,25,,15000
SHIP0002561,wh-02,north ,,2022-04-13,7,1,0,
SHIP0002562,wh-02,,DHL,2024-12-30,5,25,1,-100
SHIP0002563,wh-02,SOUTH,Delhivery,2023-08-04,,1,0,-100
SHIP0002564,WH02,SOUTH,FedEx,2022-07-29,7,10,1,500
SHIP0002565,wh-02,North,,2024-12-11,2,1,,500
SHIP0002566,WH02,north ,BlueDart,2023-07-28,2,10,1,
SHIP0002567,,,Delhivery,2023-02-15,5,10,0,
SHIP0002568,wh-02,North,,2024-02-16,5,,1,-100
SHIP0002569,,,Delhivery,2022-01-25,,1,1,-100
SHIP0002570,WH01,North,DHL,2022-04-28,5,,0,2000
SHIP0002571,WH02,North,DHL,2024-09-10,7,25,,
SHIP0002572,WH02,North,BlueDart,2022-08-27,5,10,1,2000
SHIP0002573,WH02,,,2023-10-23,5,10,1,2000
SHIP0002574,wh-02,,BlueDart,2023-02-18,5,25,0,
SHIP0002575,wh-02,north ,Delhivery,2022-08-01,2,,0,2000
SHIP0002576,WH02,north ,DHL,2022-04-18,5,3,0,2000
SHIP0002577,WH01,SOUTH,Delhivery,2022-09-01,5,10,1,15000
SHIP0002578,WH02,north ,BlueDart,2024-01-08,7,10,0,500
SHIP0002579,wh-02,North,,2022-08-09,7,25,,2000
SHIP0002580,wh-02,SOUTH,BlueDart,2023-11-04,7,3,,15000
SHIP0002581,,North,BlueDart,2024-11-06,2,10,0,15000
SHIP0002582,,North,,2023-06-28,2,25,,500
SHIP0002583,,North,DHL,2024-09-22,2,10,,2000
SHIP0002584,wh-02,,DHL,2022-03-05,,1,1,2000
SHIP0002585,wh-02,SOUTH,BlueDart,2022-03-17,5,10,1,-100
SHIP0002586,wh-02,,DHL,2023-04-17,7,10,1,2000
SHIP0002587,WH02,north ,BlueDart,2023-08-16,5,10,,15000
SHIP0002588,WH01,SOUTH,DHL,2024-07-13,2,1,1,2000
SHIP0002589,WH01,North,BlueDart,2024-07-19,7,,0,500
SHIP0002590,WH01,North,FedEx,2023-08-31,7,,0,15000
SHIP0002591,,north ,Delhivery,2024-03-28,5,25,,2000
SHIP0002592,,SOUTH,BlueDart,2023-11-26,5,25,,-100
SHIP0002593,WH02,SOUTH,Delhivery,2023-10-08,2,25,,-100
SHIP0002594,,north ,DHL,2023-04-03,,1,,
SHIP0002595,wh-02,north ,Delhivery,2022-06-11,5,10,,-100
SHIP0002596,,SOUTH,BlueDart,2024-04-18,5,25,,
SHIP0002597,WH02,North,,2022-02-22,2,25,,500
SHIP0002598,WH01,SOUTH,DHL,2022-09-17,2,1,0,15000
SHIP0002599,WH02,SOUTH,BlueDart,2024-12-03,,1,,
SHIP0002600,wh-02,North,FedEx,2022-01-27,,1,0,
SHIP0002601,,North,BlueDart,2024-09-02,2,,1,500
SHIP0002602,,,,2022-04-23,,10,1,2000
SHIP0002603,wh-02,north ,Delhivery,2023-12-19,7,,,15000
SHIP0002604,WH02,north ,Delhivery,2023-05-22,,,,
SHIP0002605,WH01,SOUTH,,2023-12-17,,3,,15000
SHIP0002606,,SOUTH,DHL,2024-06-22,,3,0,
SHIP0002607,WH01,North,Delhivery,2023-08-03,5,3,,2000
SHIP0002608,,north ,BlueDart,2022-08-31,7,3,1,15000
SHIP0002609,WH01,SOUTH,DHL,2022-12-18,5,25,,500
SHIP0002610,WH01,North,Delhivery,2023-08-30,,25,1,15000
SHIP0002611,WH01,SOUTH,Delhivery,2024-08-30,7,25,0,15000
SHIP0002612,WH01,North,,2022-11-09,7,10,0,15000
SHIP0002613,WH02,north ,DHL,2023-08-11,2,,1,2000
SHIP0002614,WH01,,BlueDart,2022-03-19,,3,0,500
SHIP0002615,wh-02,,DHL,2024-07-10,,25,,-100
SHIP0002616,WH02,SOUTH,FedEx,2023-10-21,,3,,
SHIP0002617,wh-02,SOUTH,Delhivery,2024-01-02,2,3,1,15000
SHIP0002618,wh-02,,FedEx,2024-12-14,,,1,2000
SHIP0002619,,North,BlueDart,2024-03-17,2,1,0,
SHIP0002620,WH02,,DHL,2024-12-12,7,3,1,500
SHIP0002621,,north ,FedEx,2022-12-04,2,1,,
SHIP0002622,WH01,north ,Delhivery,2023-07-23,2,3,0,-100
SHIP0002623,WH02,,FedEx,2024-12-30,,10,,15000
SHIP0002624,,north ,Delhivery,2023-07-13,5,10,0,-100
SHIP0002625,,north ,,2023-11-11,2,3,1,500
SHIP0002626,wh-02,North,DHL,2022-02-04,,25,1,500
SHIP0002627,WH02,SOUTH,,2024-05-23,5,3,1,15000
SHIP0002628,WH02,,BlueDart,2024-02-15,5,3,,500
SHIP0002629,WH02,north ,BlueDart,2022-05-31,7,3,1,500
SHIP0002630,wh-02,SOUTH,FedEx,2023-06-16,7,25,,15000
SHIP0002631,,SOUTH,DHL,2024-11-06,2,25,,15000
SHIP0002632,WH02,,FedEx,2022-10-30,,10,0,500
SHIP0002633,,north ,Delhivery,2022-06-23,2,25,1,2000
SHIP0002634,,SOUTH,Delhivery,2024-11-29,5,25,1,
SHIP0002635,WH02,north ,Delhivery,2022-07-01,5,3,,15000
SHIP0002636,wh-02,,DHL,2023-03-29,7,25,1,
SHIP0002637,,North,BlueDart,2022-07-14,7,1,1,2000
SHIP0002638,,SOUTH,,2024-08-29,5,3,0,
SHIP0002639,WH01,,FedEx,2022-03-31,,1,1,
SHIP0002640,,,FedEx,2022-10-20,5,3,0,15000
SHIP0002641,WH02,,DHL,2023-08-21,,10,0,2000
SHIP0002642,WH02,SOUTH,BlueDart,2023-09-14,,1,0,500
SHIP0002643,WH02,north ,DHL,2022-09-21,7,1,,500
SHIP0002644,,North,,2022-10-30,2,10,0,2000
SHIP0002645,WH01,SOUTH,,2022-12-06,5,3,,500
SHIP0002646,WH02,north ,,2022-04-22,7,10,1,500
SHIP0002647,wh-02,SOUTH,DHL,2022-07-25,5,10,1,15000
SHIP0002648,WH02,North,FedEx,2023-08-29,7,10,,-100
SHIP0002649,,SOUTH,FedEx,2023-02-11,,,0,-100
SHIP0002650,,North,BlueDart,2022-08-23,7,1,0,500
SHIP0002651,wh-02,north ,FedEx,2023-06-30,2,1,0,15000
SHIP0002652,WH02,North,BlueDart,2022-01-12,5,1,1,-100
SHIP0002653,WH01,north ,DHL,2023-11-12,5,10,,15000
SHIP0002654,WH02,North,,2024-05-20,7,3,1,500
SHIP0002655,WH01,north ,BlueDart,2024-11-19,5,10,,500
SHIP0002656,WH02,North,FedEx,2024-08-21,7,,1,-100
SHIP0002657,,north ,Delhivery,2023-12-22,7,25,1,2000
SHIP0002658,WH02,,Delhivery,2022-07-10,,3,0,500
SHIP0002659,WH02,north ,,2023-09-22,,1,0,-100
SHIP0002660,wh-02,north ,DHL,2023-09-30,5,1,0,
SHIP0002661,wh-02,SOUTH,DHL,2022-03-12,5,1,,2000
SHIP0002662,WH01,North,BlueDart,2023-04-23,2,25,1,2000
SHIP0002663,WH02,SOUTH,BlueDart,2022-12-16,5,1,0,
SHIP0002664,,North,BlueDart,2022-11-08,7,10,1,500
SHIP0002665,,north ,DHL,2022-04-17,2,3,0,2000
SHIP0002666,WH01,North,BlueDart,2024-07-28,5,1,0,
SHIP0002667,WH02,SOUTH,FedEx,2022-03-19,,3,1,15000
SHIP0002668,,SOUTH,Delhivery,2023-04-01,5,3,1,-100
SHIP0002669,,SOUTH,,2023-10-15,7,10,0,
SHIP0002670,,north ,BlueDart,2022-01-26,7,1,0,-100
SHIP0002671,WH01,North,FedEx,2023-03-11,,10,1,500
SHIP0002672,WH01,SOUTH,,2024-01-19,2,10,1,-100
SHIP0002673,WH02,North,FedEx,2022-02-18,5,25,1,15000
SHIP0002674,WH01,,BlueDart,2023-04-01,2,3,,15000
SHIP0002675,WH01,North,,2022-11-17,5,1,1,500
SHIP0002676,WH02,north ,,2024-12-12,2,25,,-100
SHIP0002677,WH02,,DHL,2023-01-02,,25,1,-100
SHIP0002678,WH01,,,2023-12-26,,25,1,2000
SHIP0002679,WH02,north ,Delhivery,2023-02-19,5,25,0,500
SHIP0002680,WH02,north ,,2022-01-19,5,10,,
SHIP0002681,WH02,north ,,2022-09-02,,1,1,-100
SHIP0002682,,North,DHL,2022-09-08,5,3,,2000
SHIP0002683,WH01,,Delhivery,2024-11-02,7,1,,15000
SHIP0002684,WH02,,DHL,2024-07-20,,3,1,
SHIP0002685,wh-02,North,,2022-05-21,7,3,1,2000
SHIP0002686,WH01,,,2023-06-12,,25,0,500
SHIP0002687,,SOUTH,FedEx,2023-01-30,5,3,0,2000
SHIP0002688,,North,DHL,2023-12-15,7,25,,2000
SHIP0002689,wh-02,SOUTH,DHL,2022-07-29,5,1,1,
SHIP0002690,WH02,North,BlueDart,2023-08-04,2,25,0,-100
SHIP0002691,,,,2023-10-10,5,1,0,-100
SHIP0002692,wh-02,north ,Delhivery,2022-10-16,,,0,500
SHIP0002693,,,Delhivery,2024-06-26,,25,1,500
SHIP0002694,WH01,SOUTH,FedEx,2023-01-14,2,3,0,
SHIP0002695,,North,FedEx,2024-10-03,2,3,,500
SHIP0002696,WH01,SOUTH,,2023-02-18,2,3,,-100
SHIP0002697,WH01,north ,Delhivery,2024-11-08,,3,0,-100
SHIP0002698,WH02,North,DHL,2024-02-14,7,3,0,-100
SHIP0002699,wh-02,North,FedEx,2022-02-24,7,25,1,15000
SHIP0002700,WH02,North,,2022-09-10,7,10,,500
SHIP0002701,WH01,,DHL,2023-09-15,7,25,1,500
SHIP0002702,,SOUTH,FedEx,2023-08-07,7,1,0,
SHIP0002703,wh-02,north ,DHL,2022-01-24,2,,0,2000
SHIP0002704,,North,FedEx,2024-11-04,7,25,,500
SHIP0002705,WH02,North,Delhivery,2022-04-06,,1,0,2000
SHIP0002706,wh-02,North,FedEx,2022-02-21,2,,1,2000
SHIP0002707,wh-02,,BlueDart,2023-07-01,,25,0,500
SHIP0002708,WH02,,DHL,2023-04-07,,10,1,500
SHIP0002709,WH02,,DHL,2023-08-07,2,,0,15000
SHIP0002710,,north ,,2023-01-26,7,3,,-100
SHIP0002711,WH01,North,BlueDart,2022-06-20,2,1,1,
SHIP0002712,WH01,North,DHL,2024-03-24,,10,,
SHIP0002713,WH01,north ,BlueDart,2022-07-25,5,,0,
SHIP0002714,WH02,,Delhivery,2022-09-24,2,,,
SHIP0002715,WH01,SOUTH,,2023-12-04,,25,1,500
SHIP0002716,WH02,,FedEx,2024-02-27,2,10,1,2000
SHIP0002717,wh-02,north ,Delhivery,2022-01-06,,10,1,500
SHIP0002718,,,DHL,2024-11-13,,25,,-100
SHIP0002719,WH01,north ,FedEx,2023-08-01,5,,,2000
SHIP0002720,WH02,North,DHL,2022-01-21,2,,,15000
SHIP0002721,WH01,SOUTH,DHL,2022-07-19,2,,,15000
SHIP0002722,WH02,SOUTH,FedEx,2024-10-14,5,25,,
SHIP0002723,WH02,north ,DHL,2024-08-16,5,,1,
SHIP0002724,wh-02,north ,Delhivery,2023-02-05,5,25,0,15000
SHIP0002725,WH01,,DHL,2022-11-21,7,25,0,-100
SHIP0002726,WH01,SOUTH,Delhivery,2023-03-23,2,3,1,
SHIP0002727,wh-02,north ,Delhivery,2022-12-16,5,3,1,500
SHIP0002728,wh-02,North,DHL,2023-07-24,7,3,0,500
SHIP0002729,wh-02,,DHL,2022-04-22,7,,,15000
SHIP0002730,WH02,north ,,2024-08-15,5,,1,-100
SHIP0002731,,,,2023-02-23,5,25,1,-100
SHIP0002732,WH01,SOUTH,BlueDart,2022-12-30,,3,,
SHIP0002733,WH02,SOUTH,Delhivery,2023-10-06,5,1,0,2000
SHIP0002734,WH02,North,FedEx,2022-11-25,,,,
SHIP0002735,WH02,SOUTH,FedEx,2023-08-15,2,,1,500
SHIP0002736,WH02,SOUTH,Delhivery,2023-03-25,5,25,,500
SHIP0002737,WH01,North,DHL,2022-04-01,5,10,0,
SHIP0002738,wh-02,north ,BlueDart,2022-03-20,,1,0,15000
SHIP0002739,WH01,North,,2023-12-10,,1,0,15000
SHIP0002740,wh-02,SOUTH,BlueDart,2022-03-26,,25,1,500
SHIP0002741,wh-02,,FedEx,2023-04-10,,10,0,15000
SHIP0002742,wh-02,north ,BlueDart,2023-06-15,,10,0,500
SHIP0002743,WH02,North,Delhivery,2022-12-26,5,3,1,
SHIP0002744,WH02,,,2022-04-20,2,25,,500
SHIP0002745,wh-02,north ,BlueDart,2024-03-26,7,10,0,
SHIP0002746,WH01,,Delhivery,2022-02-28,,25,1,
SHIP0002747,WH02,North,Delhivery,2024-06-12,2,,1,2000
SHIP0002748,WH02,SOUTH,,2023-07-02,5,1,1,2000
SHIP0002749,WH01,SOUTH,FedEx,2024-01-25,2,3,0,
SHIP0002750,WH01,north ,,2023-11-03,2,10,0,500
SHIP0002751,,North,FedEx,2023-12-05,,1,,
SHIP0002752,wh-02,SOUTH,DHL,2023-05-27,,1,,500
SHIP0002753,,North,BlueDart,2024-09-27,,10,0,
SHIP0002754,WH01,,FedEx,2024-01-22,2,3,0,
SHIP0002755,wh-02,SOUTH,,2023-10-02,7,25,1,-100
SHIP0002756,WH01,SOUTH,,2022-06-05,,3,,
SHIP0002757,WH01,North,FedEx,2023-12-07,,10,1,15000
SHIP0002758,WH01,SOUTH,Delhivery,2023-06-15,2,1,,15000
SHIP0002759,,north ,DHL,2024-03-06,5,,1,500
SHIP0002760,WH02,north ,Delhivery,2023-12-23,7,10,1,2000
SHIP0002761,wh-02,SOUTH,DHL,2024-01-17,5,25,,2000
SHIP0002762,wh-02,SOUTH,BlueDart,2023-10-16,,,1,15000
SHIP0002763,WH01,,Delhivery,2024-08-26,7,25,,
SHIP0002764,WH01,north ,BlueDart,2024-01-04,7,,,
SHIP0002765,WH02,SOUTH,,2024-10-17,,,1,-100
SHIP0002766,WH02,,FedEx,2023-12-20,,10,1,-100
SHIP0002767,WH01,north ,Delhivery,2024-10-17,5,10,,2000
SHIP0002768,WH01,north ,,2024-10-24,5,3,0,-100
SHIP0002769,wh-02,North,BlueDart,2022-08-12,2,1,0,500
SHIP0002770,,SOUTH,FedEx,2024-09-27,5,3,0,
SHIP0002771,,north ,,2023-07-01,2,1,,
SHIP0002772,,north ,Delhivery,2023-12-06,5,,1,15000
SHIP0002773,WH01,north ,,2024-07-16,7,25,1,15000
SHIP0002774,WH02,SOUTH,FedEx,2023-07-28,,25,1,2000
SHIP0002775,,SOUTH,BlueDart,2023-12-23,7,10,1,15000
SHIP0002776,WH01,SOUTH,FedEx,2024-10-26,,25,1,-100
SHIP0002777,,,Delhivery,2023-02-22,5,3,,2000
SHIP0002778,WH01,SOUTH,BlueDart,2022-12-27,2,,,15000
SHIP0002779,,north ,BlueDart,2022-07-02,7,10,0,-100
SHIP0002780,wh-02,North,BlueDart,2024-07-21,,1,,-100
SHIP0002781,wh-02,,,2022-07-16,2,1,1,
SHIP0002782,wh-02,north ,FedEx,2024-01-17,7,,,15000
SHIP0002783,,north ,DHL,2023-04-02,7,25,0,500
SHIP0002784,WH01,,,2024-03-30,7,3,,
SHIP0002785,WH01,North,FedEx,2024-11-05,5,1,0,
SHIP0002786,WH02,SOUTH,FedEx,2024-01-26,5,25,0,
SHIP0002787,WH01,North,BlueDart,2023-12-15,2,10,1,-100
SHIP0002788,WH02,,FedEx,2024-12-27,2,3,,15000
SHIP0002789,WH01,north ,BlueDart,2023-11-30,2,1,1,
SHIP0002790,WH01,North,BlueDart,2022-12-07,,,0,-100
SHIP0002791,wh-02,SOUTH,Delhivery,2024-11-20,2,,1,-100
SHIP0002792,wh-02,SOUTH,Delhivery,2024-03-29,5,1,,500
SHIP0002793,,north ,Delhivery,2022-03-18,,25,,15000
SHIP0002794,WH02,,Delhivery,2022-12-21,7,10,,
SHIP0002795,wh-02,,Delhivery,2023-05-02,2,1,0,15000
SHIP0002796,WH01,north ,BlueDart,2024-10-05,,1,1,500
SHIP0002797,,north ,BlueDart,2022-01-09,,25,,2000
SHIP0002798,wh-02,,FedEx,2024-02-07,7,,0,500
SHIP0002799,WH01,north ,FedEx,2022-05-14,7,25,1,2000
SHIP0002800,,SOUTH,DHL,2022-04-30,7,10,1,2000
SHIP0002801,WH02,North,BlueDart,2024-05-09,,1,,
SHIP0002802,,North,BlueDart,2022-05-09,5,3,,-100
SHIP0002803,wh-02,,,2022-05-08,,10,0,15000
SHIP0002804,,north ,DHL,2023-08-19,,10,,-100
SHIP0002805,,,DHL,2023-11-26,,3,1,15000
SHIP0002806,,North,FedEx,2024-11-04,,1,0,-100
SHIP0002807,WH01,SOUTH,,2023-01-05,5,,1,500
SHIP0002808,WH01,north ,DHL,2022-11-07,5,25,,500
SHIP0002809,WH01,North,,2023-06-13,5,1,,15000
SHIP0002810,WH02,,BlueDart,2022-07-19,5,,1,500
SHIP0002811,WH02,North,DHL,2023-10-30,7,10,1,
SHIP0002812,wh-02,SOUTH,Delhivery,2023-11-11,2,,,
SHIP0002813,,,Delhivery,2024-10-24,,,1,500
SHIP0002814,wh-02,North,FedEx,2022-10-26,5,25,1,15000
SHIP0002815,,north ,FedEx,2022-04-03,,3,0,500
SHIP0002816,,SOUTH,BlueDart,2024-04-02,,3,,500
SHIP0002817,WH01,SOUTH,,2022-09-19,2,10,1,
SHIP0002818,WH01,,FedEx,2022-09-28,2,3,0,-100
SHIP0002819,wh-02,,DHL,2024-10-31,,10,0,-100
SHIP0002820,,SOUTH,Delhivery,2022-05-17,,,,500
SHIP0002821,,North,Delhivery,2024-05-06,5,,,15000
SHIP0002822,WH01,north ,FedEx,2024-01-05,2,1,1,
SHIP0002823,WH02,SOUTH,FedEx,2024-10-23,5,1,1,2000
SHIP0002824,WH02,north ,FedEx,2023-03-14,5,10,0,
SHIP0002825,WH01,,BlueDart,2024-07-28,5,,0,
SHIP0002826,WH01,,BlueDart,2022-01-13,5,1,0,15000
SHIP0002827,WH02,SOUTH,Delhivery,2023-08-04,5,25,,-100
SHIP0002828,WH02,,BlueDart,2022-05-15,,1,,500
SHIP0002829,WH02,SOUTH,BlueDart,2024-11-20,7,10,,-100
SHIP0002830,WH02,north ,,2022-07-31,,,1,15000
SHIP0002831,,SOUTH,FedEx,2023-12-06,5,10,0,
SHIP0002832,WH02,North,Delhivery,2023-07-31,2,10,0,500
SHIP0002833,WH01,SOUTH,BlueDart,2024-03-12,5,1,1,2000
SHIP0002834,wh-02,,DHL,2022-08-24,,,,15000
SHIP0002835,wh-02,,FedEx,2024-06-23,7,25,0,500
SHIP0002836,,North,DHL,2023-01-23,7,1,0,15000
SHIP0002837,,,DHL,2024-02-20,2,25,1,500
SHIP0002838,wh-02,north ,FedEx,2023-11-23,5,10,1,2000
SHIP0002839,WH01,North,DHL,2023-08-08,5,,,-100
SHIP0002840,WH01,North,Delhivery,2022-02-24,7,,,-100
SHIP0002841,WH01,SOUTH,Delhivery,2023-02-17,,25,,500
SHIP0002842,WH01,north ,,2024-09-07,5,3,1,500
SHIP0002843,WH01,SOUTH,BlueDart,2023-02-09,7,25,,
SHIP0002844,WH02,SOUTH,FedEx,2022-07-23,2,10,0,-100
SHIP0002845,WH01,north ,FedEx,2022-01-06,5,3,0,500
SHIP0002846,WH02,,FedEx,2023-08-29,7,3,1,2000
SHIP0002847,,SOUTH,BlueDart,2022-09-13,7,3,1,-100
SHIP0002848,wh-02,SOUTH,Delhivery,2024-08-03,7,,0,
SHIP0002849,WH01,SOUTH,FedEx,2022-10-30,,3,,-100
SHIP0002850,wh-02,SOUTH,DHL,2022-07-26,,25,1,
SHIP0002851,WH02,SOUTH,DHL,2022-08-03,5,,,2000
SHIP0002852,WH02,SOUTH,BlueDart,2022-10-19,2,25,,2000
SHIP0002853,wh-02,North,DHL,2022-02-28,5,1,1,-100
SHIP0002854,WH01,north ,,2024-02-19,2,1,,15000
SHIP0002855,WH01,North,BlueDart,2022-08-30,,25,,
SHIP0002856,,,FedEx,2023-12-10,,3,,-100
SHIP0002857,wh-02,North,DHL,2022-06-02,,25,0,15000
SHIP0002858,wh-02,,DHL,2022-03-11,2,25,0,2000
SHIP0002859,wh-02,SOUTH,DHL,2024-08-11,,10,,-100
SHIP0002860,,,Delhivery,2023-06-14,7,3,0,500
SHIP0002861,,,DHL,2023-04-16,,10,1,500
SHIP0002862,WH02,SOUTH,Delhivery,2023-03-20,,1,,500
SHIP0002863,wh-02,north ,Delhivery,2023-12-05,,,,15000
SHIP0002864,wh-02,,Delhivery,2022-05-01,7,,,500
