inventory_id,product_id,warehouse_id,on_hand_qty,reserved_qty,reorder_point,last_restock_date
I002854,P00265,,1000,100,,2024-04-09
I002855,P00070,,99999,0,300,2022-01-19
I002856,P00295,WH02,0,,100,2021-11-22
I002857,P00185,,,10,500,2023-06-10
I002858,P00113,wh-01,200,10,,2024-05-04
I002859,P00147,WH01,50,0,300,2022-04-11
I002860,P00138,wh-01,,100,300,2024-06-22
I002861,P00013,WH01,0,10,,2022-08-24
I002862,P00163,WH01,,100,100,2021-09-27
I002863,P00174,WH03,,100,100,2024-11-16
I002864,P00055,wh-01,1000,0,500,2022-07-10
I002865,P00155,,,0,,2022-10-04
I002866,P00045,WH02,,100,,2024-09-28
I002867,P00225,WH01,200,100,,2021-10-10
I002868,P00248,,1000,10,,2022-12-11
I002869,P00239,,1000,10,,2023-04-03
I002870,P00033,WH01,,100,,2023-05-28
I002871,P00005,WH03,50,100,100,2021-09-08
I002872,P00093,WH03,50,,500,2022-10-23
I002873,P00240,wh-01,1000,10,500,2022-07-21
I002874,P00053,WH01,1000,,500,2022-07-08
I002875,P00043,WH02,,10,100,2021-09-29
I002876,P00135,,,10,300,2022-10-07
I002877,P00207,WH03,99999,10,300,2022-10-12
I002878,P00141,WH03,0,100,500,2023-12-27
I002879,P00163,WH03,99999,,300,2021-07-01
I002880,P00219,WH01,200,,500,2021-06-22
I002881,P00077,,1000,10,100,2024-11-10
I002882,P00255,WH03,0,0,500,2022-09-16
I002883,P00024,WH01,0,0,500,2024-02-04
I002884,P00200,wh-01,0,100,100,2021-09-11
I002885,P00296,wh-01,99999,10,500,2022-09-04
I002886,P00262,,50,0,300,2023-05-02
I002887,P00262,WH02,-100,10,,2022-01-12
I002888,P00258,WH02,200,,300,2024-11-12
I002889,P00086,,50,100,,2021-11-10
I002890,P00123,wh-01,-100,10,500,2021-08-22
I002891,P00067,wh-01,200,10,300,2024-07-01
I002892,P00192,wh-01,0,10,300,2024-01-07
I002893,P00096,wh-01,50,0,100,2021-11-12
I002894,P00035,WH01,99999,100,500,2023-04-10
I002895,P00240,WH02,1000,100,100,2022-06-27
I002896,P00195,WH02,0,100,300,2024-05-31
I002897,P00262,WH02,50,10,500,2024-09-19
I002898,P00170,WH01,0,100,500,2021-12-04
I002899,P00117,,1000,100,,2022-06-21
I002900,P00048,WH03,1000,0,500,2022-01-31
I002901,P00041,,-100,0,,2023-03-18
I002902,P00266,wh-01,0,,,2022-11-25
I002903,P00108,WH02,0,0,100,2024-03-20
I002904,P00063,WH03,0,,100,2021-06-04
I002905,P00290,WH02,1000,100,500,2023-02-18
I002906,P00097,wh-01,,100,100,2022-11-13
I002907,P00142,WH03,99999,10,500,2022-05-22
I002908,P00239,WH01,0,0,500,2022-02-27
I002909,P00232,WH03,200,100,500,2023-03-13
I002910,P00069,wh-01,99999,100,,2021-10-11
I002911,P00124,WH01,1000,10,500,2021-03-22
I002912,P00244,WH03,99999,10,300,2021-01-09
I002913,P00035,WH03,0,0,100,2021-03-17
I002914,P00218,WH03,,0,500,2022-08-05
I002915,P00210,WH02,-100,10,500,2024-03-24
I002916,P00015,WH01,-100,10,100,2024-03-05
I002917,P00187,wh-01,0,10,100,2022-12-22
I002918,P00079,WH01,99999,10,100,2023-01-29
I002919,P00211,wh-01,,0,,2021-07-25
I002920,P00078,WH01,99999,10,100,2022-10-01
I002921,P00266,WH03,50,0,,2023-06-10
I002922,P00265,WH01,-100,100,,2024-12-31
I002923,P00189,,99999,100,300,2024-09-01
I002924,P00008,WH03,1000,,,2023-03-26
I002925,P00196,,50,0,100,2021-12-16
I002926,P00051,wh-01,200,100,500,2021-02-02
I002927,P00270,WH03,0,100,500,2022-09-13
I002928,P00075,WH02,0,0,300,2023-09-29
I002929,P00285,WH02,200,100,300,2022-05-16
I002930,P00114,wh-01,0,100,,2022-12-24
I002931,P00187,wh-01,1000,100,500,2024-06-18
I002932,P00178,,0,100,,2021-03-03
I002933,P00243,WH02,200,,500,2024-04-17
I002934,P00061,WH02,1000,0,,2024-03-16
I002935,P00146,wh-01,-100,100,500,2024-11-06
I002936,P00027,WH03,50,0,,2022-10-31
I002937,P00089,wh-01,99999,10,300,2021-06-19
I002938,P00210,,-100,100,300,2023-02-20
I002939,P00284,WH02,50,100,100,2022-09-26
I002940,P00042,WH02,200,100,500,2021-01-26
I002941,P00016,WH03,0,0,100,2024-09-09
I002942,P00126,,99999,100,100,2023-05-25
I002943,P00283,WH02,50,10,100,2023-07-27
I002944,P00095,,-100,100,100,2023-11-29
I002945,P00048,WH01,99999,10,300,2023-09-16
I002946,P00182,WH02,99999,10,100,2021-06-17
I002947,P00043,wh-01,200,0,,2021-11-11
I002948,P00143,WH03,1000,0,500,2021-03-20
I002949,P00029,WH03,50,0,,2021-03-31
I002950,P00231,wh-01,50,0,100,2021-05-28
I002951,P00006,WH01,99999,100,,2022-04-13
I002952,P00074,wh-01,0,0,,2023-12-16
I002953,P00033,wh-01,,10,,2022-04-04
I002954,P00189,WH01,1000,100,300,2021-11-20
I002955,P00152,WH02,1000,100,300,2021-01-28
I002956,P00274,wh-01,50,,300,2021-12-25
I002957,P00140,WH03,1000,,500,2021-03-06
I002958,P00219,WH03,200,10,,2024-03-25
I002959,P00212,wh-01,,,500,2022-11-05
I002960,P00256,WH02,99999,10,,2022-09-08
I002961,P00234,WH02,50,,500,2022-05-27
I002962,P00094,,1000,,500,2023-12-15
I002963,P00205,WH01,,,,2023-03-10
I002964,P00190,WH02,50,100,,2022-05-22
I002965,P00015,WH01,,100,100,2022-06-05
I002966,P00254,,-100,,,2021-12-10
I002967,P00174,,,100,300,2022-06-24
I002968,P00104,WH03,99999,10,100,2024-04-08
I002969,P00231,wh-01,99999,0,300,2023-07-27
I002970,P00214,WH02,50,10,,2021-06-04
I002971,P00108,WH02,,0,100,2024-06-22
I002972,P00116,WH03,200,0,300,2024-09-19
I002973,P00274,WH02,-100,0,,2024-07-31
I002974,P00112,WH03,0,0,300,2023-11-08
I002975,P00047,,-100,,100,2021-07-02
I002976,P00126,,,0,300,2023-10-30
I002977,P00195,wh-01,99999,0,,2023-10-24
I002978,P00105,WH03,50,10,,2023-05-27
I002979,P00223,,50,0,100,2022-08-30
I002980,P00140,WH02,,100,500,2022-06-30
I002981,P00255,WH02,-100,10,500,2021-10-10
I002982,P00293,WH02,200,10,500,2024-12-21
I002983,P00033,WH02,-100,100,500,2021-05-08
I002984,P00171,WH02,99999,,,2024-03-28
I002985,P00048,wh-01,,10,500,2024-10-15
I002986,P00295,WH01,-100,100,300,2024-07-21
I002987,P00296,WH02,,,500,2021-01-31
I002988,P00034,wh-01,0,100,100,2021-11-29
I002989,P00096,WH01,-100,10,500,2023-10-25
I002990,P00165,WH03,,,500,2022-03-10
I002991,P00242,WH03,200,100,,2022-11-08
I002992,P00152,wh-01,1000,10,,2024-09-03
I002993,P00190,WH03,99999,100,500,2021-10-07
I002994,P00264,,0,100,100,2021-12-23
I002995,P00270,WH01,,100,100,2023-04-14
I002996,P00124,WH03,50,0,300,2023-03-25
I002997,P00015,WH01,200,0,300,2022-02-04
I002998,P00253,WH03,0,10,300,2023-12-06
I002999,P00183,WH02,99999,10,100,2022-08-30
I003000,P00004,wh-01,1000,,300,2023-07-01
I003001,P00139,,0,10,100,2022-12-22
I003002,P00267,WH01,0,,500,2023-09-07
I003003,P00112,WH03,-100,,,2022-04-14
I003004,P00065,,,10,300,2024-02-14
I003005,P00040,,,10,300,2024-06-12
I003006,P00281,WH03,-100,0,500,2023-12-17
I003007,P00164,,200,0,500,2023-12-08
I003008,P00156,WH03,200,10,500,2023-10-07
I003009,P00114,WH03,-100,10,,2021-08-16
I003010,P00046,wh-01,200,10,500,2022-09-12
I003011,P00107,wh-01,0,100,100,2024-05-23
I003012,P00068,WH03,50,100,,2024-12-08
I003013,P00115,,0,0,300,2023-08-23
I003014,P00033,WH01,99999,100,100,2021-08-26
I003015,P00091,WH02,50,,,2023-05-21
I003016,P00118,,0,,500,2022-11-30
I003017,P00143,WH03,200,100,300,2023-02-26
I003018,P00247,,50,10,300,2023-04-26
I003019,P00149,WH02,1000,0,300,2022-07-04
I003020,P00041,,-100,,500,2022-08-27
I003021,P00061,WH02,99999,,,2024-11-30
I003022,P00057,WH01,0,0,100,2021-03-27
I003023,P00204,wh-01,,10,500,2023-12-20
I003024,P00016,,0,100,100,2024-05-11
I003025,P00011,wh-01,-100,,300,2022-12-07
I003026,P00161,WH02,200,10,300,2023-05-09
I003027,P00289,,50,,300,2023-07-23
I003028,P00049,,200,0,100,2024-09-18
I003029,P00228,WH02,0,,500,2024-02-15
I003030,P00211,WH03,200,,100,2021-12-06
I003031,P00278,,1000,10,,2022-05-15
I003032,P00138,WH03,200,100,,2021-10-09
I003033,P00186,WH03,0,100,500,2023-11-28
I003034,P00153,,-100,,300,2022-01-11
I003035,P00300,WH03,99999,,100,2023-03-05
I003036,P00118,wh-01,50,,300,2021-04-19
I003037,P00196,WH03,,,,2022-07-11
I003038,P00154,wh-01,200,,,2022-01-23
I003039,P00029,WH03,99999,0,500,2023-06-09
I003040,P00269,,0,0,300,2022-08-11
I003041,P00177,WH03,50,0,500,2023-04-12
I003042,P00274,WH01,-100,0,,2021-11-26
I003043,P00182,wh-01,200,100,500,2023-11-17
I003044,P00243,wh-01,99999,,500,2022-03-11
I003045,P00275,WH03,200,10,100,2021-04-14
I003046,P00047,wh-01,99999,0,300,2024-06-15
I003047,P00290,WH02,99999,,,2024-12-05
I003048,P00248,WH03,1000,100,,2024-03-12
I003049,P00141,WH03,-100,100,100,2024-10-23
I003050,P00220,,0,10,500,2024-08-06
I003051,P00128,wh-01,-100,10,100,2024-11-16
I003052,P00160,WH01,,0,100,2024-06-03
I003053,P00267,WH01,200,0,100,2024-11-18
I003054,P00013,WH01,99999,10,500,2022-11-24
I003055,P00078,WH03,0,100,300,2021-04-23
I003056,P00146,wh-01,,0,,2023-01-28
I003057,P00073,wh-01,99999,10,,2022-05-30
I003058,P00290,,99999,,,2023-03-23
I003059,P00043,WH02,200,0,,2024-07-21
I003060,P00248,,,0,100,2022-11-01
I003061,P00173,wh-01,,,,2024-08-18
I003062,P00142,,,0,100,2023-08-22
I003063,P00149,WH02,50,0,300,2022-03-05
I003064,P00129,wh-01,,,,2023-05-11
I003065,P00142,WH01,99999,,100,2022-10-30
I003066,P00229,WH01,200,0,500,2024-12-19
I003067,P00271,,1000,100,100,2024-09-07
I003068,P00003,,,100,100,2023-09-16
I003069,P00130,wh-01,-100,0,500,2024-02-09
I003070,P00078,,-100,100,,2021-08-31
I003071,P00098,WH03,,,500,2023-12-18
I003072,P00217,WH03,1000,100,100,2023-10-13
I003073,P00296,WH02,0,0,100,2023-08-07
I003074,P00107,WH01,-100,10,300,2023-05-01
I003075,P00020,WH01,-100,10,100,2023-04-14
I003076,P00215,wh-01,50,0,,2023-04-13
I003077,P00179,,,10,100,2024-06-04
I003078,P00223,WH02,99999,0,100,2022-12-16
I003079,P00270,,50,,300,2021-03-16
I003080,P00158,WH03,200,0,300,2021-12-13
I003081,P00194,wh-01,200,0,,2021-11-22
I003082,P00112,,1000,100,500,2024-07-23
I003083,P00129,,,,100,2024-07-08
I003084,P00229,WH02,-100,10,,2021-03-25
I003085,P00139,WH03,200,10,100,2023-06-28
I003086,P00176,wh-01,50,10,300,2024-09-03
I003087,P00268,WH02,200,,300,2024-04-16
I003088,P00124,,99999,,300,2024-02-24
I003089,P00245,WH01,1000,0,,2023-07-06
I003090,P00266,wh-01,200,10,500,2022-12-11
I003091,P00246,WH03,200,100,300,2023-10-09
I003092,P00274,WH03,50,10,300,2022-05-31
I003093,P00208,WH02,,10,,2021-06-17
I003094,P00177,WH02,99999,,500,2023-09-21
I003095,P00012,WH01,,10,,2023-06-04
I003096,P00198,WH03,1000,100,500,2023-04-04
I003097,P00104,WH01,99999,,,2023-10-18
I003098,P00211,wh-01,99999,10,300,2023-05-10
I003099,P00169,wh-01,99999,,,2023-03-14
I003100,P00061,WH02,1000,,500,2024-08-16
I003101,P00004,WH02,0,,100,2024-06-28
I003102,P00075,wh-01,50,,,2024-01-27
I003103,P00164,WH02,1000,10,100,2023-04-08
I003104,P00239,WH03,1000,100,,2021-05-24
I003105,P00284,wh-01,0,100,100,2023-12-15
I003106,P00205,wh-01,0,0,500,2022-04-04
I003107,P00258,wh-01,0,10,,2023-07-09
I003108,P00123,wh-01,0,0,300,2022-08-04
I003109,P00021,,200,,,2024-11-04
I003110,P00017,WH01,0,10,500,2023-10-20
I003111,P00129,WH02,0,0,500,2024-01-19
I003112,P00157,WH02,0,100,300,2023-02-24
I003113,P00085,WH03,,0,,2021-02-16
I003114,P00011,WH02,-100,100,100,2024-04-05
I003115,P00079,,-100,,300,2022-07-03
I003116,P00297,wh-01,50,,500,2023-10-06
I003117,P00215,WH02,50,0,300,2022-06-21
I003118,P00066,WH01,0,,500,2022-06-22
I003119,P00195,WH01,50,0,,2023-12-05
I003120,P00300,wh-01,99999,100,300,2022-08-26
I003121,P00047,WH03,,100,300,2022-09-20
I003122,P00225,WH01,0,0,300,2021-02-20
I003123,P00230,WH01,1000,,100,2024-06-12
I003124,P00245,,50,,,2023-09-25
I003125,P00029,WH03,1000,10,,2022-10-22
I003126,P00081,wh-01,50,,300,2024-09-03
I003127,P00079,wh-01,99999,10,,2022-03-03
I003128,P00253,WH03,99999,10,100,2024-02-14
I003129,P00268,,,,500,2023-05-10
I003130,P00091,WH02,200,0,,2021-05-10
I003131,P00011,wh-01,-100,0,500,2021-09-17
I003132,P00169,wh-01,1000,,300,2021-09-20
I003133,P00235,,0,100,300,2024-03-18
I003134,P00222,WH03,200,0,300,2021-08-11
I003135,P00278,WH01,200,10,500,2022-01-26
I003136,P00047,WH02,-100,0,100,2024-04-29
I003137,P00139,WH03,50,0,,2021-11-16
I003138,P00098,WH02,99999,0,100,2024-02-05
I003139,P00089,wh-01,0,100,100,2023-05-28
I003140,P00078,wh-01,-100,10,100,2024-09-22
I003141,P00292,WH02,99999,0,500,2023-12-17
I003142,P00103,WH01,-100,,,2023-02-14
I003143,P00292,WH01,,,300,2024-09-25
I003144,P00010,,99999,,300,2023-09-27
I003145,P00201,WH03,,,100,2023-07-27
I003146,P00154,,0,0,300,2021-11-06
I003147,P00299,,50,100,,2024-01-28
I003148,P00223,WH01,,0,,2023-07-26
I003149,P00048,,200,0,100,2021-09-11
I003150,P00081,,50,100,300,2021-05-19
I003151,P00234,WH01,0,10,500,2024-10-12
I003152,P00049,,,10,300,2023-11-29
I003153,P00073,WH02,1000,0,,2021-10-24
I003154,P00106,WH03,50,100,300,2024-08-16
I003155,P00022,,,0,,2024-10-24
I003156,P00062,wh-01,99999,10,,2024-08-25
I003157,P00137,WH02,-100,0,500,2024-10-01
I003158,P00287,wh-01,,100,300,2024-06-19
I003159,P00281,wh-01,50,0,100,2023-04-04
I003160,P00081,,50,,300,2022-06-12
I003161,P00175,WH03,50,,100,2022-10-22
I003162,P00144,WH03,0,,100,2021-12-20
I003163,P00092,,,10,300,2023-01-30
I003164,P00157,WH01,1000,0,300,2021-02-05
I003165,P00006,,50,0,100,2023-09-02
I003166,P00282,WH01,,,300,2022-11-07
I003167,P00166,WH03,99999,0,500,2024-06-30
I003168,P00192,,50,100,300,2022-08-09
I003169,P00010,,0,0,100,2021-09-06
I003170,P00217,WH03,0,,100,2024-02-17
I003171,P00042,WH03,99999,0,300,2021-09-27
I003172,P00029,wh-01,99999,,100,2021-04-24
I003173,P00055,WH03,,10,500,2023-01-06
I003174,P00199,,200,0,,2024-08-05
I003175,P00060,WH02,1000,10,300,2022-02-26
I003176,P00100,WH01,0,100,100,2022-12-27
I003177,P00086,wh-01,-100,0,500,2021-11-22
I003178,P00008,WH01,,0,,2023-12-21
I003179,P00283,WH03,-100,,500,2021-01-21
I003180,P00021,WH03,99999,10,500,2021-07-22
I003181,P00221,WH01,99999,10,300,2023-03-08
I003182,P00011,wh-01,-100,10,,2024-03-04
I003183,P00072,WH03,-100,0,500,2021-12-01
I003184,P00002,WH03,0,0,300,2021-05-08
I003185,P00212,,50,,300,2023-04-13
I003186,P00205,WH03,0,100,100,2021-07-17
I003187,P00108,wh-01,1000,0,300,2021-04-16
I003188,P00251,WH01,0,0,,2024-09-15
I003189,P00218,WH01,-100,100,,2023-12-26
I003190,P00075,WH03,1000,0,,2021-04-26
I003191,P00215,wh-01,,10,500,2021-12-13
I003192,P00104,WH02,99999,0,,2023-02-18
I003193,P00181,WH03,99999,0,300,2023-08-19
I003194,P00178,,-100,,100,2022-05-11
I003195,P00244,WH02,1000,100,500,2023-01-08
I003196,P00243,wh-01,200,10,300,2022-06-11
I003197,P00184,wh-01,200,0,500,2023-09-30
I003198,P00117,,1000,10,,2021-04-10
I003199,P00278,WH03,1000,10,100,2021-03-14
I003200,P00239,WH02,0,0,100,2024-09-27
I003201,P00040,WH02,1000,,500,2022-08-13
I003202,P00178,WH01,,0,300,2024-07-11
I003203,P00042,wh-01,200,100,100,2024-10-29
I003204,P00158,WH03,1000,10,300,2021-11-27
I003205,P00125,WH02,50,0,300,2023-08-25
I003206,P00070,WH02,200,0,,2023-09-06
I003207,P00224,wh-01,50,10,500,2022-11-17
I003208,P00205,wh-01,-100,10,500,2023-12-07
I003209,P00232,,,0,500,2021-09-29
I003210,P00245,WH02,0,10,,2022-07-18
I003211,P00074,WH03,1000,0,,2024-05-17
I003212,P00135,WH03,50,100,500,2024-09-20
I003213,P00252,WH02,1000,,500,2021-05-25
I003214,P00168,,-100,0,500,2021-12-11
I003215,P00061,wh-01,99999,0,500,2023-03-22
I003216,P00231,wh-01,-100,0,300,2022-02-08
I003217,P00273,WH01,,10,300,2024-03-31
I003218,P00127,WH02,0,100,100,2023-03-25
I003219,P00096,,0,10,500,2021-11-09
I003220,P00121,wh-01,-100,0,,2024-08-22
I003221,P00154,wh-01,50,100,500,2023-10-29
I003222,P00084,WH03,99999,100,500,2024-12-29
I003223,P00117,WH01,1000,10,300,2021-12-05
I003224,P00112,WH01,200,100,500,2023-04-18
I003225,P00279,,-100,0,,2022-03-17
I003226,P00086,wh-01,200,,500,2021-06-09
I003227,P00142,WH02,0,100,,2024-06-20
I003228,P00165,wh-01,200,,100,2024-05-29
I003229,P00197,WH01,0,0,500,2022-09-01
I003230,P00108,WH01,50,0,500,2021-06-09
I003231,P00178,,0,0,300,2021-08-23
I003232,P00147,WH02,0,0,300,2023-01-05
I003233,P00268,,200,10,500,2023-12-18
I003234,P00145,,,,500,2023-08-12
I003235,P00274,WH03,200,10,300,2024-07-24
I003236,P00191,WH03,1000,,300,2024-04-08
I003237,P00015,wh-01,-100,100,500,2021-08-09
I003238,P00163,WH03,50,10,300,2024-09-06
I003239,P00170,WH03,-100,10,,2021-04-16
I003240,P00040,wh-01,50,,,2021-03-02
I003241,P00050,WH03,1000,10,300,2021-07-16
I003242,P00127,,1000,100,100,2024-03-13
I003243,P00012,wh-01,99999,10,500,2024-09-03
I003244,P00171,WH03,99999,10,300,2022-07-31
I003245,P00063,wh-01,1000,,,2024-08-30
I003246,P00013,WH01,1000,,500,2024-08-04
I003247,P00050,,1000,,100,2022-10-05
I003248,P00004,WH01,99999,10,100,2022-12-19
I003249,P00238,WH03,200,,,2022-01-05
I003250,P00093,,-100,100,300,2024-08-20
I003251,P00106,WH02,1000,,,2021-04-24
I003252,P00172,WH02,50,100,100,2023-09-17
I003253,P00084,,50,0,100,2021-01-05
I003254,P00127,WH03,1000,10,,2022-05-03
I003255,P00002,WH02,99999,100,500,2021-08-09
I003256,P00274,,99999,100,500,2021-02-02
I003257,P00027,,0,100,,2022-03-01
I003258,P00027,,99999,0,100,2023-09-13
I003259,P00066,WH02,50,100,100,2023-03-02
I003260,P00109,wh-01,0,10,100,2022-02-12
I003261,P00009,WH01,99999,,100,2021-04-27
I003262,P00296,,0,10,,2021-05-10
I003263,P00005,WH01,200,100,100,2023-03-25
I003264,P00229,WH02,,100,300,2024-04-30
I003265,P00090,WH03,,10,100,2024-05-07
I003266,P00266,WH02,-100,0,300,2022-04-04
I003267,P00277,wh-01,1000,,100,2023-12-06
I003268,P00018,WH02,200,,100,2022-06-17
I003269,P00116,,,0,300,2022-07-21
I003270,P00162,,200,100,300,2023-02-24
I003271,P00084,wh-01,99999,,500,2023-02-03
I003272,P00189,WH02,99999,100,100,2022-08-11
I003273,P00242,WH03,0,,300,2021-07-07
I003274,P00227,WH01,200,100,,2023-01-18
I003275,P00254,,,10,100,2021-03-25
I003276,P00136,WH03,-100,,500,2021-10-02
I003277,P00129,,-100,10,500,2022-08-30
I003278,P00065,WH03,50,100,300,2022-10-17
I003279,P00029,WH03,1000,100,,2021-03-08
I003280,P00202,wh-01,0,0,,2023-11-10
I003281,P00118,WH03,,0,500,2023-10-02
I003282,P00013,WH01,99999,0,,2021-02-06
I003283,P00055,,,0,,2024-10-09
I003284,P00194,WH03,1000,100,,2021-05-26
I003285,P00231,WH03,,0,500,2022-10-26
I003286,P00167,WH02,,,100,2023-09-29
I003287,P00245,WH03,99999,0,500,2021-05-27
I003288,P00281,WH01,99999,0,300,2023-09-19
I003289,P00157,WH01,-100,,,2024-03-10
I003290,P00127,wh-01,-100,,300,2023-03-03
I003291,P00221,,0,,300,2023-12-11
I003292,P00234,WH03,99999,10,100,2022-05-05
I003293,P00134,WH01,200,,500,2023-07-03
I003294,P00204,WH01,,,,2021-05-03
I003295,P00230,wh-01,-100,100,300,2023-11-26
I003296,P00074,,-100,10,100,2023-09-15
I003297,P00263,wh-01,1000,,300,2022-05-16
I003298,P00213,wh-01,99999,10,500,2022-04-21
I003299,P00021,,1000,10,500,2024-12-23
I003300,P00178,WH01,99999,10,500,2022-12-04
I003301,P00124,WH03,,100,,2023-09-13
I003302,P00286,,50,100,500,2023-07-08
I003303,P00041,WH02,1000,100,100,2021-03-30
I003304,P00148,,99999,10,,2022-05-14
I003305,P00038,WH02,1000,10,100,2022-02-20
I003306,P00180,,50,100,500,2021-05-02
I003307,P00186,WH02,,10,300,2023-12-25
I003308,P00004,WH01,200,,300,2022-08-22
I003309,P00292,,0,100,,2023-06-11
I003310,P00164,,200,,100,2022-06-10
I003311,P00165,wh-01,,0,,2022-05-03
I003312,P00279,,200,,500,2024-06-30
I003313,P00158,WH02,-100,0,,2022-06-30
I003314,P00242,WH02,99999,100,300,2024-11-15
I003315,P00296,wh-01,-100,10,500,2022-05-07
I003316,P00059,WH01,-100,10,,2021-03-20
I003317,P00219,WH02,99999,0,,2024-07-23
I003318,P00233,wh-01,50,0,100,2024-01-11
I003319,P00210,WH01,,10,300,2021-08-06
I003320,P00100,wh-01,,,300,2023-12-05
I003321,P00232,wh-01,1000,,300,2021-09-21
I003322,P00185,wh-01,99999,100,300,2024-06-09
I003323,P00219,wh-01,1000,0,500,2022-06-21
I003324,P00288,WH02,-100,10,500,2024-01-16
I003325,P00020,,0,10,,2022-10-29
I003326,P00017,WH02,200,10,500,2024-08-23
I003327,P00192,wh-01,99999,,300,2022-02-20
I003328,P00043,WH03,1000,10,100,2021-03-17
I003329,P00045,WH02,50,0,300,2022-09-24
I003330,P00137,,50,,300,2024-05-14
I003331,P00263,WH02,50,,500,2024-12-04
I003332,P00105,WH01,0,0,500,2023-05-04
I003333,P00196,WH01,50,100,300,2021-04-09
I003334,P00257,wh-01,200,,100,2022-05-08
I003335,P00018,,1000,0,500,2024-04-29
I003336,P00250,,99999,10,500,2021-11-13
I003337,P00216,,-100,100,100,2023-11-13
I003338,P00126,WH02,1000,100,300,2021-10-16
I003339,P00008,WH03,200,100,,2021-12-30
I003340,P00092,,200,10,100,2024-04-05
I003341,P00214,wh-01,200,10,100,2021-07-13
I003342,P00092,,,100,500,2024-03-28
I003343,P00261,WH03,99999,10,300,2024-11-22
I003344,P00231,,1000,100,,2024-06-29
I003345,P00287,wh-01,,100,300,2022-07-04
I003346,P00300,WH01,-100,10,500,2021-10-29
I003347,P00047,WH02,,,500,2024-07-20
I003348,P00143,WH03,50,,500,2021-02-11
I003349,P00046,WH03,50,0,300,2021-07-01
I003350,P00095,WH01,200,100,,2021-11-28
I003351,P00185,WH01,200,10,500,2023-01-19
I003352,P00226,WH03,,0,,2024-08-03
I003353,P00067,wh-01,0,0,,2021-10-25
I003354,P00040,wh-01,99999,,300,2023-08-25
I003355,P00040,WH01,0,10,500,2024-05-26
I003356,P00223,,1000,0,100,2022-01-02
I003357,P00175,,200,,500,2023-08-07
I003358,P00010,WH01,-100,100,,2023-09-15
I003359,P00180,WH01,0,10,,2022-09-14
I003360,P00253,WH02,99999,,500,2024-08-04
I003361,P00052,,1000,100,,2023-06-10
I003362,P00078,WH02,50,10,300,2022-09-01
I003363,P00042,WH02,-100,10,500,2022-11-13
I003364,P00113,,99999,10,500,2024-09-26
I003365,P00283,wh-01,-100,10,300,2022-03-09
I003366,P00277,wh-01,0,,300,2023-01-29
I003367,P00093,wh-01,-100,,,2021-10-02
I003368,P00266,WH01,200,10,100,2021-01-26
I003369,P00173,WH01,50,10,500,2022-11-12
I003370,P00074,WH02,99999,0,500,2022-05-12
I003371,P00169,wh-01,1000,0,500,2022-04-11
I003372,P00069,WH01,1000,100,300,2022-03-18
I003373,P00251,wh-01,99999,100,100,2021-08-19
I003374,P00041,WH03,50,,500,2023-03-11
I003375,P00235,wh-01,200,,300,2021-02-25
I003376,P00046,WH02,,10,300,2021-08-17
I003377,P00229,WH01,,,,2024-07-15
I003378,P00110,WH03,50,10,,2024-09-15
I003379,P00019,,,,500,2022-10-22
I003380,P00128,wh-01,50,10,100,2022-12-27
I003381,P00231,WH01,200,10,300,2024-10-28
I003382,P00216,WH02,,10,300,2024-02-20
I003383,P00254,wh-01,0,10,300,2023-03-27
I003384,P00138,wh-01,50,10,100,2021-09-21
I003385,P00169,WH03,50,0,,2022-02-24
I003386,P00232,wh-01,,,300,2021-11-18
I003387,P00168,WH03,1000,100,300,2024-07-11
I003388,P00259,WH02,,,100,2022-02-08
I003389,P00052,WH03,-100,100,300,2022-11-14
I003390,P00282,,99999,100,,2022-10-14
I003391,P00261,wh-01,-100,100,300,2021-01-02
I003392,P00049,WH03,200,10,100,2024-03-30
I003393,P00233,wh-01,200,100,500,2021-05-23
I003394,P00038,,,,,2024-09-25
I003395,P00192,WH02,200,,500,2022-09-12
I003396,P00016,,,100,500,2023-12-30
I003397,P00030,wh-01,99999,100,100,2021-03-25
I003398,P00180,WH02,1000,10,,2022-06-04
I003399,P00105,WH02,200,,500,2021-07-12
I003400,P00246,WH02,,,,2024-11-08
I003401,P00217,WH03,1000,100,100,2023-10-23
I003402,P00258,WH01,200,,100,2022-07-20
I003403,P00081,,,,,2021-02-26
I003404,P00085,WH02,0,,500,2024-12-26
I003405,P00051,WH02,50,100,,2022-03-03
I003406,P00145,WH01,50,100,,2022-03-28
I003407,P00002,WH03,-100,,300,2022-09-18
I003408,P00155,WH02,,10,300,2023-10-24
I003409,P00012,,50,10,300,2021-01-18
I003410,P00274,,200,100,100,2023-08-01
I003411,P00151,WH03,-100,100,,2022-05-05
I003412,P00290,,200,10,500,2021-05-01
I003413,P00155,wh-01,0,10,300,2024-12-01
I003414,P00173,,,100,500,2022-10-12
I003415,P00250,WH03,1000,,,2022-10-10
I003416,P00263,wh-01,50,,500,2022-09-06
I003417,P00072,wh-01,50,100,500,2023-10-24
I003418,P00017,wh-01,200,10,500,2023-12-24
I003419,P00211,WH02,-100,10,100,2024-12-04
I003420,P00138,wh-01,200,,,2024-09-10
I003421,P00141,,50,10,300,2023-07-03
I003422,P00054,,,100,500,2022-04-01
I003423,P00133,WH01,-100,0,500,2022-03-31
I003424,P00019,WH01,0,,100,2024-04-27
I003425,P00186,WH03,0,0,300,2021-07-07
I003426,P00186,WH01,0,0,100,2021-11-15
